,Plot_Number,Rice_Cultivar,Experiment_Name,Nitrogen_Rate,Replicate,Yield,Heading_100,Date,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,Emergence_DOY,Heading_100_DOY,Days_to_100%_Heading
45,31833,RT7521FP,Mini_Core,130,2,18.47163849,86,06-09-2022,-2.8745465,0.44835436,1.2822715,-1.3405833,-1.6133789,2.6578305,-2.081703,-2.0705009,1.6515257,2.559428,1.5468578,-2.4030786,2.1459413,139,225,-65
46,31835,Jefferson,Mini_Core,130,2,6.764043868,80,06-09-2022,-3.0127308,0.69303197,1.0188534,-1.6335438,-1.8968,3.0443735,-2.2977207,-2.4337206,1.820936,2.2575567,1.509909,-2.4416811,2.275531,139,219,-59
47,31843,WAB462-10-3-1,Mini_Core,130,2,3.382021934,82,06-09-2022,-2.5828025,0.48321176,1.1836059,-1.4129703,-1.611462,2.4097655,-1.9830395,-2.1473427,1.5607809,2.090214,1.5035745,-2.1330485,2.0523586,139,221,-61
48,31844,WAB462-10-3-1,Mini_Core,130,3,3.121910521,82,06-09-2022,-2.6010702,0.47136047,1.202539,-1.4058604,-1.5998745,2.420041,-1.9974941,-2.141002,1.5566518,2.1248085,1.506333,-2.152343,2.0543249,139,221,-61
49,31847,EMBRAPA 1200,Mini_Core,130,3,5.46320002,91,06-09-2022,-3.4036727,0.92326444,1.1015341,-1.8502761,-2.1857338,3.4639077,-2.6365714,-2.755009,2.0787437,2.5165129,1.6137964,-2.8041196,2.5380962,139,230,-70
50,31854,M-202,Mini_Core,130,3,8.064887715,81,06-09-2022,-3.5782948,0.8274034,1.2836808,-1.7110816,-2.1166525,3.514561,-2.6258929,-2.6084542,2.0666144,2.892255,1.6682359,-2.9482636,2.5517,139,220,-60
51,31856,Jefferson,Mini_Core,130,4,9.10562015,80,06-09-2022,-4.097529,1.179799,1.4017094,-2.0785055,-2.5613482,4.064384,-3.072389,-3.1343856,2.4315605,3.155414,1.8529656,-3.4241147,2.9399636,139,219,-59
52,31860,RT7521FP,Mini_Core,130,4,18.21066673,84,06-09-2022,-2.9642894,0.42380267,1.3476849,-1.2949144,-1.6023247,2.7064872,-2.091532,-2.0355027,1.6555424,2.7011008,1.5669991,-2.4675586,2.1583092,139,223,-63
53,31861,WAB462-10-3-1,Mini_Core,130,4,4.162356173,81,06-09-2022,-3.0823421,0.54855263,1.2128516,-1.4375356,-1.7572986,2.9500039,-2.2202885,-2.2118304,1.7698811,2.6285818,1.5521413,-2.5388527,2.2477493,139,220,-60
54,31864,M-202,Mini_Core,130,4,7.544664889,81,06-09-2022,-4.0989842,1.195947,1.4513226,-2.1059923,-2.5796604,4.045056,-3.104287,-3.177202,2.444356,3.146802,1.8691871,-3.4421225,2.964234,139,220,-60
55,31868,Santee Gold,Santee_Gold,75,1,9.096648744,93,06-09-2022,-2.924691,0.46162012,1.3257188,-1.3578717,-1.6339507,2.6851776,-2.101401,-2.0991812,1.6551343,2.5986204,1.5802996,-2.437344,2.1686137,140,233,-73
56,31870,RoyJ,Santee_Gold,75,1,13.73674259,94,06-09-2022,-2.6586175,0.5009476,1.1239046,-1.4471796,-1.6477159,2.536061,-2.024854,-2.1802175,1.5972483,2.1186624,1.4983624,-2.177392,2.0820725,140,234,-74
57,31871,Charleston Gold,Santee_Gold,75,1,6.171496878,88,06-09-2022,-2.6183026,0.48418117,1.1801562,-1.4316387,-1.6158559,2.456119,-2.01064,-2.1615617,1.5678419,2.1209722,1.5155822,-2.1634195,2.0702908,140,228,-68
58,31873,Charleston Gold,Santee_Gold,75,2,5.397191973,88,06-09-2022,-2.9913237,0.64724535,1.0888186,-1.5712243,-1.8385828,2.9616594,-2.2696025,-2.3579307,1.799747,2.3716784,1.5274894,-2.4690022,2.2656472,140,228,-68
59,31874,Carolina Gold,Santee_Gold,75,2,3.851449957,91,06-09-2022,-2.8529956,0.42629874,1.3414375,-1.3220404,-1.5781462,2.5832374,-2.0439434,-2.0426555,1.6111016,2.5696688,1.5751358,-2.3877132,2.1300778,140,231,-71
60,31875,RoyJ,Santee_Gold,75,2,12.84485805,94,06-09-2022,-2.933458,0.6703086,1.081104,-1.5998113,-1.8442144,2.903986,-2.2560587,-2.3899393,1.78228,2.2722657,1.5280772,-2.4222472,2.2537544,140,234,-74
61,31878,Carolina Gold,Santee_Gold,75,3,3.676514404,91,06-09-2022,-2.951585,0.37955117,1.4928129,-1.244404,-1.5461957,2.5619695,-2.0169623,-1.9664749,1.6039977,2.7796338,1.6206646,-2.469851,2.136173,140,231,-71
62,31879,Santee Gold,Santee_Gold,75,3,10.2609739,94,06-09-2022,-3.1052117,0.4677779,1.4252923,-1.3277777,-1.6663961,2.8002293,-2.1615953,-2.0892806,1.7221532,2.8659961,1.627238,-2.6016202,2.2363532,140,234,-74
63,31881,RoyJ,Santee_Gold,150,1,14.05220014,98,06-09-2022,-2.9210496,0.67161345,1.0778784,-1.6026533,-1.8450164,2.8913598,-2.2560666,-2.389546,1.791775,2.268887,1.5255054,-2.4199636,2.2575288,140,238,-78
64,31882,Santee Gold,Santee_Gold,150,1,9.297394461,96,06-09-2022,-2.7046294,0.44136333,1.2596622,-1.3377036,-1.5652113,2.4754796,-1.9805146,-2.044946,1.5744935,2.3528652,1.5255312,-2.2572052,2.0700967,140,236,-76
65,31884,Charleston Gold,Santee_Gold,150,2,6.544310351,91,06-09-2022,-2.7262042,0.5563147,1.0972567,-1.5028882,-1.7002923,2.64898,-2.0995526,-2.2485366,1.6468017,2.138621,1.5008603,-2.2429173,2.1314757,140,231,-71
66,31885,Carolina Gold,Santee_Gold,150,2,3.447090728,92,06-09-2022,-2.8762329,0.42351294,1.334281,-1.3167083,-1.5879184,2.6017141,-2.0299551,-2.0411532,1.6155262,2.5832257,1.5761168,-2.3919773,2.1313624,140,232,-72
67,31886,RoyJ,Santee_Gold,150,2,14.41641023,98,06-09-2022,-2.6372526,0.52972674,1.1198733,-1.4721845,-1.6602206,2.5204017,-2.0389316,-2.2082598,1.597354,2.07599,1.5008756,-2.1733851,2.0877392,140,238,-78
68,31887,Santee Gold,Santee_Gold,150,2,9.360485971,96,06-09-2022,-2.8085797,0.4358099,1.2871153,-1.3415016,-1.5904305,2.5777214,-2.037921,-2.06551,1.6064808,2.4637966,1.550574,-2.3306947,2.1126516,140,236,-76
69,31888,Charleston Gold,Santee_Gold,150,3,6.81388317,91,06-09-2022,-2.8602414,0.56160843,1.1319404,-1.4900067,-1.7368104,2.773782,-2.1616957,-2.2511692,1.7077832,2.3173542,1.5147748,-2.359315,2.1842418,140,231,-71
70,31890,Carolina Gold,Santee_Gold,150,3,2.733009538,93,06-09-2022,-2.9568043,0.3888408,1.5005829,-1.2479702,-1.5591775,2.5624242,-2.0354578,-1.9729376,1.619602,2.791461,1.6162137,-2.4835246,2.1446452,140,233,-73
71,31893,Charleston Gold,Santee_Gold,200,1,4.906798866,91,06-09-2022,-2.9849064,0.6739795,1.0625722,-1.6052573,-1.862228,2.9806437,-2.291536,-2.4000514,1.8126682,2.3121088,1.518159,-2.4557083,2.2741878,140,231,-71
72,31894,Carolina Gold,Santee_Gold,200,1,4.109551592,92,06-09-2022,-2.7816598,0.4381811,1.2747358,-1.347577,-1.5857469,2.547138,-2.008447,-2.0633197,1.5906752,2.4323497,1.555113,-2.310854,2.103529,140,232,-72
73,31895,RoyJ,Santee_Gold,200,1,12.78463433,99,06-09-2022,-2.6037853,0.50203305,1.1813273,-1.455829,-1.6307241,2.4412491,-2.0206175,-2.193021,1.570678,2.079887,1.5185888,-2.1542244,2.0752876,140,239,-79
74,31896,Santee Gold,Santee_Gold,200,2,8.850018293,96,06-09-2022,-2.6686778,0.45721564,1.2347212,-1.3835534,-1.5897952,2.4618137,-2.0033817,-2.1060562,1.57345,2.2576993,1.5291182,-2.2232773,2.0770938,140,236,-76
75,31899,Charleston Gold,Santee_Gold,200,2,4.780615844,92,06-09-2022,-2.6708,0.5099663,1.1650853,-1.4573829,-1.6505759,2.5338411,-2.0514746,-2.1999047,1.599228,2.1450577,1.5204308,-2.2048092,2.1001596,140,232,-72
76,31900,Carolina Gold,Santee_Gold,200,3,11.66332612,94,06-09-2022,-2.8647692,0.45098412,1.2991627,-1.3486155,-1.6103432,2.633254,-2.0682085,-2.0770764,1.6306113,2.5331657,1.561308,-2.3878636,2.1399732,140,234,-74
77,31901,RoyJ,Santee_Gold,200,3,5.663896996,100,06-09-2022,-3.135431,0.6828965,1.065969,-1.5989206,-1.9056585,3.1531632,-2.350374,-2.4068677,1.8674734,2.4552767,1.5234686,-2.557981,2.3200495,140,240,-80
78,31903,Santee Gold,Santee_Gold,200,3,8.987672498,98,06-09-2022,-2.9350138,0.40020096,1.3924892,-1.2684406,-1.569082,2.6274278,-2.0427244,-1.9952437,1.621479,2.7112663,1.5840173,-2.4492962,2.1375296,140,238,-78
79,31905,IAC600,Tiara,75,1,2.414705731,73,06-09-2022,-3.605974,0.8744693,1.2275575,-1.7651067,-2.1607666,3.594662,-2.6682854,-2.6694689,2.1111162,2.8800778,1.671845,-2.9854975,2.5942461,140,213,-53
80,31906,Scarlett,Tiara,75,1,10.02303626,87,06-09-2022,-2.6867402,0.49686432,1.1648374,-1.4327347,-1.6325322,2.5437052,-2.0415297,-2.1629083,1.6050594,2.2005608,1.5105964,-2.2235215,2.0951433,140,227,-67
81,31908,Tiara,Tiara,75,2,5.698361386,80,06-09-2022,-3.3523512,0.70995474,1.181627,-1.6014557,-1.9568319,3.3094797,-2.4454176,-2.42771,1.9438543,2.7595694,1.6001829,-2.7658193,2.4199684,140,220,-60
82,31909,Sierra,Tiara,75,2,6.650478135,91,06-09-2022,-3.659919,1.0137243,1.1762468,-1.9272943,-2.3160062,3.7122018,-2.793105,-2.87984,2.2119894,2.754682,1.684685,-3.0322633,2.6848574,140,231,-71
83,31910,IAC600,Tiara,75,2,3.725300171,73,06-09-2022,-3.7468941,1.0518819,1.2468894,-1.9490573,-2.3581057,3.7536063,-2.8365731,-2.922211,2.2503347,2.8537295,1.7285272,-3.12052,2.7356014,140,213,-53
84,31911,Scarlett,Tiara,75,2,9.807949643,87,06-09-2022,-3.6109164,0.8992153,1.2311703,-1.7935141,-2.1891406,3.6025012,-2.6894119,-2.7092319,2.1282132,2.858093,1.6776576,-2.9932303,2.6106632,140,227,-67
85,31913,Tiara,Tiara,75,3,5.787263854,79,06-09-2022,-3.3173497,0.6473526,1.3209277,-1.5312469,-1.8888232,3.1626875,-2.38873,-2.3570125,1.8935618,2.8466327,1.6438175,-2.761825,2.3970788,140,219,-59
86,31915,Sierra,Tiara,75,3,6.796737033,90,06-09-2022,-3.9717257,1.1166697,1.3697938,-2.0114133,-2.4734743,3.9396822,-2.9936743,-3.0384834,2.358925,3.0744665,1.8091317,-3.319409,2.8611767,140,230,-70
